"File","Title","Description","DescLen","Category","Draft","Chars","H2","H3","HasFAQ","HasIntro","HasSummary","InternalLinks","Risky"
"2026-05-10-morion.md","モリオン（黒水晶）の意味・石言葉・効果｜「最強の魔除け石」と称される漆黒の水晶","モリオン（黒水晶）（Morion）の意味・石言葉「最強の魔除け・邪気払い・霊的守護」と効果、こんな人におすすめ、相性のよい石、浄化方法までを総合的に解説。「最強の魔除け石」と称される漆黒の水晶の基礎と実践がこの1ページで分かります。","116","powerstones","false","1491","10","1","False","True","True","0",""
"2026-05-10-munakata-taisha.md","宗像大社の参拝ガイド｜福岡県のパワースポット完全攻略","宗像大社（福岡県宗像市田島2331）の歴史・ご利益・参拝のポイント・おすすめのパワーストーン・周辺スポットまでを総合的に解説します。","66","powerspots","false","1045","11","0","False","True","True","0",""
"2026-05-10-obsidian.md","オブシディアンの意味・石言葉・効果｜本質を映し出す「真実の鏡」","オブシディアン（黒曜石）の石言葉・歴史、真実の鏡・邪気払い・過去の解放にまつわる言い伝え、相性のよい組み合わせ、鉱物データ、よくある質問までを総合的に解説。古代マヤ・アステカ・日本縄文時代まで遡る火山ガラスの石を生活に取り入れるための保存版です。","123","powerstones","false","3464","13","1","True","True","True","6",""
"2026-05-10-omiwa-jinja.md","大神神社の参拝ガイド｜三輪山を御神体とする日本最古級の神社","大神神社（奈良県桜井市三輪1422）の歴史・ご利益・三輪山信仰・参拝のポイント・狭井神社・薬井戸・登拝・おすすめのパワーストーン・周辺スポットまでを総合的に解説。日本最古級の原始信仰を今に伝える聖地を訪れるための保存版です。","112","powerspots","false","3837","17","0","True","True","True","5",""
"2026-05-10-onyx.md","オニキスの意味・石言葉・効果｜漆黒の輝きで負を断ち切る「守護と意志の石」","オニキスの石言葉・歴史、邪気払いと意志力にまつわる言い伝え、相性のよい組み合わせ、鉱物データ、よくある質問までを総合的に解説。古代ローマの兵士から現代のビジネスパーソンまで愛される漆黒のパワーストーンを生活に取り入れるための保存版です。","118","powerstones","false","3031","12","1","True","True","True","6",""
"2026-05-10-opal.md","オパールの意味・石言葉・効果｜虹色の遊色を秘めた「希望と創造の石」","オパールの石言葉・歴史、創造性・希望・情熱にまつわる言い伝え、ブラック・ホワイト・ファイアーの種類、相性のよい組み合わせ、鉱物データ、よくある質問までを総合的に解説。10月の誕生石としても知られる虹色の石を生活に取り入れるための保存版です。","120","powerstones","false","3434","13","1","True","True","True","7",""
"2026-05-10-peridot.md","ペリドットの意味・石言葉・効果｜夜にも輝く「太陽の宝石」","ペリドットの石言葉・歴史、夫婦和合・希望・邪気払いにまつわる言い伝え、相性のよい組み合わせ、鉱物データ、よくある質問までを総合的に解説。古代エジプトでクレオパトラに愛されたと伝わる8月の誕生石を生活に取り入れるための保存版です。","114","powerstones","false","3189","12","1","True","True","True","7",""
"2026-05-10-powerstone-beginner-guide.md","パワーストーン入門｜初心者が最初に知っておきたい全知識","パワーストーンって本当に効くの？からスタートし、選び方・浄化・身につけ方まで初心者が知っておくべき基本を全部まとめた入門ガイドです。","66","powerstones","false","2102","9","7","False","True","True","5",""
"2026-05-10-powerstone-combinations.md","パワーストーンの組み合わせ完全ガイド｜相乗効果を生む2石・3石の組み方","パワーストーンは1石より複数の組み合わせで真価を発揮します。相乗効果を生む組み合わせ・避けるべき組み合わせ・色と意味の調和を完全解説。","67","powerstones","false","1770","6","17","False","True","True","0",""
"2026-05-10-powerstone-how-to-choose.md","パワーストーンの選び方完全ガイド｜直感・誕生石・悩み別から自分に合う1石を見つける","数百種類あるパワーストーンの中から、自分に本当に合う1石を見つける選び方を、直感・誕生石・悩み別・色別の4軸で解説します。","61","powerstones","true","1738","8","1","False","True","True","2",""
"2026-05-10-prehnite.md","プレナイトの意味・石言葉・効果｜心の断捨離を促す「手放しの石」","プレナイト（Prehnite）の意味・石言葉「不要なものを手放す・予知・断捨離」と効果、こんな人におすすめ、相性のよい石、浄化方法までを総合的に解説。心の断捨離を促す「手放しの石」の基礎と実践がこの1ページで分かります。","110","powerstones","false","1451","10","1","False","True","True","0",""
"2026-05-10-protection-luck-stones.md","【厄除け】厄除け・魔除けに本当に効くパワーストーン10選","厄除けを高めたい人に向けて、本当に効くと言われるパワーストーン10種を紹介。各石の意味・相性・使い方まで解説します。","58","powerstones","true","793","5","10","False","True","True","0",""
"2026-05-10-purification-complete-guide.md","パワーストーンの浄化方法完全ガイド｜10種類の方法と石別の向き不向き","パワーストーンの浄化方法を10種類すべて解説。石ごとの向き不向き、頻度、組み合わせまで、これさえ読めば浄化に迷わなくなる完全ガイドです。","68","powerstones","false","2075","7","14","False","True","True","0",""
"2026-05-10-pyrite.md","パイライト（黄鉄鉱）の意味・石言葉・効果｜「フールズゴールド」と呼ばれる金運の象徴","パイライト（黄鉄鉱）（Pyrite）の意味・石言葉「金運・意志力・邪気払い」と効果、こんな人におすすめ、相性のよい石、浄化方法までを総合的に解説。「フールズゴールド」と呼ばれる金運の象徴の基礎と実践がこの1ページで分かります。","113","powerstones","false","1491","10","1","False","True","True","0",""
"2026-05-10-relation-luck-stones.md","【対人運】対人運アップに本当に効くパワーストーン10選","対人運を高めたい人に向けて、本当に効くと言われるパワーストーン10種を紹介。各石の意味・相性・使い方まで解説します。","58","powerstones","true","833","5","10","False","True","True","0",""
"2026-05-10-rhodochrosite.md","ロードクロサイト（インカローズ）の意味・石言葉・効果｜「薔薇色の人生」を呼ぶインカ帝国の伝説石","ロードクロサイト（インカローズ）（Rhodochrosite）の意味・石言葉「情熱の愛・ソウルメイト・薔薇色の人生」と効果、こんな人におすすめ、相性のよい石、浄化方法までを総合的に解説。「薔薇色の人生」を呼ぶインカ帝国の伝説石の基礎と実践がこの1ページで分かります。","133","powerstones","false","1622","10","1","False","True","True","0",""
"2026-05-10-rhodonite.md","ロードナイトの意味・石言葉・効果｜傷ついた愛を再生する「許しの石」","ロードナイト（Rhodonite）の意味・石言葉「許し・兄弟愛・再生」と効果、こんな人におすすめ、相性のよい石、浄化方法までを総合的に解説。傷ついた愛を再生する「許しの石」の基礎と実践がこの1ページで分かります。","106","powerstones","false","1426","10","1","False","True","True","0",""
"2026-05-10-rutilated-quartz.md","ルチルクォーツ（針水晶）の意味・石言葉・効果｜黄金の針を宿した「最強の金運石」","ルチルクォーツ（針水晶）（Rutilated Quartz）の意味・石言葉「金運・成功・強運」と効果、こんな人におすすめ、相性のよい石、浄化方法までを総合的に解説。黄金の針を宿した「最強の金運石」の基礎と実践がこの1ページで分かります。","118","powerstones","false","1535","10","1","False","True","True","0",""
"2026-05-10-seraphinite.md","セラフィナイトの意味・石言葉・効果｜天使の羽を宿した「高次のヒーリング石」","セラフィナイト（Seraphinite）の意味・石言葉「天使・高次の癒し・霊性」と効果、こんな人におすすめ、相性のよい石、浄化方法までを総合的に解説。天使の羽を宿した「高次のヒーリング石」の基礎と実践がこの1ページで分かります。","114","powerstones","false","1436","10","1","False","True","True","0",""
"2026-05-10-smoky-quartz.md","スモーキークォーツ（煙水晶）の意味・石言葉・効果｜現実を生きる力を支える「グラウンディングの石」","スモーキークォーツ（煙水晶）（Smoky Quartz）の意味・石言葉「邪気払い・癒し・現実適応」と効果、こんな人におすすめ、相性のよい石、浄化方法までを総合的に解説。現実を生きる力を支える「グラウンディングの石」の基礎と実践がこの1ページで分かります。","127","powerstones","false","1573","10","1","False","True","True","0",""
"2026-05-10-sodalite.md","ソーダライトの意味・石言葉・効果｜学者の机に置きたい「思考と信念の石」","ソーダライト（Sodalite）の意味・石言葉「論理・学業・信念」と効果、こんな人におすすめ、相性のよい石、浄化方法までを総合的に解説。学者の机に置きたい「思考と信念の石」の基礎と実践がこの1ページで分かります。","106","powerstones","false","1444","10","1","False","True","True","0",""
"2026-05-10-spinel.md","スピネルの意味・石言葉・効果｜ルビーと混同された「復活と生命力の石」","スピネル（Spinel）の意味・石言葉「生命力・情熱・復活」と効果、こんな人におすすめ、相性のよい石、浄化方法までを総合的に解説。ルビーと混同された「復活と生命力の石」の基礎と実践がこの1ページで分かります。","104","powerstones","false","1434","10","1","False","True","True","0",""
"2026-05-10-spot-fake-stones.md","パワーストーンの偽物・人工石の見分け方｜素人でもできる8つのチェックポイント","高額なパワーストーンほど偽物・人工石・染色品が出回っています。素人でもできる8つのチェックポイントと、絶対に避けるべき購入先を解説。","66","powerstones","false","1984","7","14","False","True","True","0",""
"2026-05-10-study-luck-stones.md","【勉強運】勉強運アップに本当に効くパワーストーン10選","勉強運を高めたい人に向けて、本当に効くと言われるパワーストーン10種を紹介。各石の意味・相性・使い方まで解説します。","58","powerstones","true","804","5","10","False","True","True","0",""
"2026-05-10-sugilite.md","スギライトの意味・石言葉・効果｜日本人地質学者が発見した「紫の癒しの石」","スギライト（Sugilite）の意味・石言葉「紫の癒し・霊性・邪気払い」と効果、こんな人におすすめ、相性のよい石、浄化方法までを総合的に解説。日本人地質学者が発見した「紫の癒しの石」の基礎と実践がこの1ページで分かります。","111","powerstones","false","1411","10","1","False","True","True","0",""
"2026-05-10-sunstone.md","サンストーンの意味・石言葉・効果｜太陽の輝きを宿す「活力とリーダーシップの石」","サンストーン（Sunstone）の意味・石言葉「太陽・活力・リーダーシップ」と効果、こんな人におすすめ、相性のよい石、浄化方法までを総合的に解説。太陽の輝きを宿す「活力とリーダーシップの石」の基礎と実践がこの1ページで分かります。","115","powerstones","false","1526","10","1","False","True","True","0",""
"2026-05-10-suwa-taisha.md","諏訪大社の参拝ガイド｜長野県のパワースポット完全攻略","諏訪大社（長野県諏訪市・茅野市・下諏訪町（4社で構成））の歴史・ご利益・参拝のポイント・おすすめのパワーストーン・周辺スポットまでを総合的に解説します。","76","powerspots","false","1020","11","0","False","True","True","0",""
"2026-05-10-takachiho-kyo.md","高千穂峡の参拝ガイド｜宮崎県のパワースポット完全攻略","高千穂峡（宮崎県西臼杵郡高千穂町大字三田井）の歴史・ご利益・参拝のポイント・おすすめのパワーストーン・周辺スポットまでを総合的に解説します。","70","powerspots","false","1134","11","0","False","True","True","0",""
"2026-05-10-tamaki-jinja.md","玉置神社の参拝ガイド｜奈良県のパワースポット完全攻略","玉置神社（奈良県吉野郡十津川村玉置川1）の歴史・ご利益・参拝のポイント・おすすめのパワーストーン・周辺スポットまでを総合的に解説します。","68","powerspots","false","1067","11","0","False","True","True","0",""
"2026-05-10-tanzanite.md","タンザナイトの意味・石言葉・効果｜20世紀発見の「ニュータイムストーン」","タンザナイト（Tanzanite）の意味・石言葉「変容・霊性・新しい人生」と効果、こんな人におすすめ、相性のよい石、浄化方法までを総合的に解説。20世紀発見の「ニュータイムストーン」の基礎と実践がこの1ページで分かります。","111","powerstones","false","1463","10","1","False","True","True","0",""
"2026-05-10-tigers-eye.md","タイガーアイの意味・石言葉・効果｜虎の目で本質を見抜く「決断と金運の石」","タイガーアイの石言葉・歴史・効果の言い伝え、仕事運・金運に活かす方法、相性のよい組み合わせ、鉱物データ、よくある質問までを総合的に解説。古代ローマの兵士から現代のビジネスパーソンまで愛される定番ストーンを生活に取り入れるための保存版です。","119","powerstones","false","2990","12","1","True","True","True","5",""
"2026-05-10-togakushi-jinja.md","戸隠神社の参拝ガイド｜長野県のパワースポット完全攻略","戸隠神社（長野県長野市戸隠（5社で構成））の歴史・ご利益・参拝のポイント・おすすめのパワーストーン・周辺スポットまでを総合的に解説します。","69","powerspots","false","1027","11","0","False","True","True","0",""
"2026-05-10-turquoise.md","ターコイズの意味・石言葉・効果｜旅と空のお守り「スカイストーン」","ターコイズの石言葉・歴史、旅の守護・友情・浄化にまつわる言い伝え、相性のよい組み合わせ、鉱物データ、よくある質問までを総合的に解説。古代エジプトからネイティブアメリカンまで世界中で愛されてきた青緑の石を生活に取り入れるための保存版です。","118","powerstones","false","3129","12","1","True","True","True","6",""
"2026-05-10-unakite.md","ユナカイトの意味・石言葉・効果｜癒しと再生の「妊娠の石」","ユナカイト（Unakite）の意味・石言葉「過去の解放・視野の拡張・妊娠・出産」と効果、こんな人におすすめ、相性のよい石、浄化方法までを総合的に解説。癒しと再生の「妊娠の石」の基礎と実践がこの1ページで分かります。","107","powerstones","false","1443","10","1","False","True","True","0",""
"2026-05-10-work-luck-stones.md","【仕事運】仕事運アップに本当に効くパワーストーン10選","仕事運を高めたい人に向けて、本当に効くと言われるパワーストーン10種を紹介。各石の意味・相性・使い方まで解説します。","58","powerstones","true","825","5","10","False","True","True","0",""
"2026-05-10-yakushima.md","屋久島の参拝ガイド｜鹿児島県のパワースポット完全攻略","屋久島（鹿児島県熊毛郡屋久島町）の歴史・ご利益・参拝のポイント・おすすめのパワーストーン・周辺スポットまでを総合的に解説します。","64","powerspots","false","1122","11","0","False","True","True","0",""
"2026-05-10-zodiac-aquarius.md","水瓶座（Aquarius）におすすめのパワーストーン｜性格と相性を読み解く","水瓶座（1/20〜2/18）の性格・運勢を支えるおすすめパワーストーンをアメジストを中心に紹介。星座別の選び方を解説します。","62","powerstones","true","623","7","0","False","True","True","0",""
"2026-05-10-zodiac-aries.md","牡羊座（Aries）におすすめのパワーストーン｜性格と相性を読み解く","牡羊座（3/21〜4/19）の性格・運勢を支えるおすすめパワーストーンをカーネリアンを中心に紹介。星座別の選び方を解説します。","63","powerstones","true","634","7","0","False","True","True","0",""
"2026-05-10-zodiac-cancer.md","蟹座（Cancer）におすすめのパワーストーン｜性格と相性を読み解く","蟹座（6/22〜7/22）の性格・運勢を支えるおすすめパワーストーンをムーンストーンを中心に紹介。星座別の選び方を解説します。","63","powerstones","true","629","7","0","False","True","True","0",""
"2026-05-10-zodiac-capricorn.md","山羊座（Capricorn）におすすめのパワーストーン｜性格と相性を読み解く","山羊座（12/22〜1/19）の性格・運勢を支えるおすすめパワーストーンをガーネットを中心に紹介。星座別の選び方を解説します。","63","powerstones","true","644","7","0","False","True","True","0",""
"2026-05-10-zodiac-gemini.md","双子座（Gemini）におすすめのパワーストーン｜性格と相性を読み解く","双子座（5/21〜6/21）の性格・運勢を支えるおすすめパワーストーンをシトリンを中心に紹介。星座別の選び方を解説します。","61","powerstones","true","645","7","0","False","True","True","0",""
"2026-05-10-zodiac-leo.md","獅子座（Leo）におすすめのパワーストーン｜性格と相性を読み解く","獅子座（7/23〜8/22）の性格・運勢を支えるおすすめパワーストーンをタイガーアイを中心に紹介。星座別の選び方を解説します。","63","powerstones","true","641","7","0","False","True","True","0",""
"2026-05-10-zodiac-libra.md","天秤座（Libra）におすすめのパワーストーン｜性格と相性を読み解く","天秤座（9/23〜10/23）の性格・運勢を支えるおすすめパワーストーンをローズクォーツを中心に紹介。星座別の選び方を解説します。","65","powerstones","true","641","7","0","False","True","True","0",""
"2026-05-10-zodiac-pisces.md","魚座（Pisces）におすすめのパワーストーン｜性格と相性を読み解く","魚座（2/19〜3/20）の性格・運勢を支えるおすすめパワーストーンをアクアマリンを中心に紹介。星座別の選び方を解説します。","62","powerstones","true","624","7","0","False","True","True","0",""
"2026-05-10-zodiac-sagittarius.md","射手座（Sagittarius）におすすめのパワーストーン｜性格と相性を読み解く","射手座（11/23〜12/21）の性格・運勢を支えるおすすめパワーストーンをターコイズを中心に紹介。星座別の選び方を解説します。","64","powerstones","true","627","7","0","False","True","True","0",""
"2026-05-10-zodiac-scorpio.md","蠍座（Scorpio）におすすめのパワーストーン｜性格と相性を読み解く","蠍座（10/24〜11/22）の性格・運勢を支えるおすすめパワーストーンをオブシディアンを中心に紹介。星座別の選び方を解説します。","65","powerstones","true","630","7","0","False","True","True","0",""
"2026-05-10-zodiac-taurus.md","牡牛座（Taurus）におすすめのパワーストーン｜性格と相性を読み解く","牡牛座（4/20〜5/20）の性格・運勢を支えるおすすめパワーストーンをローズクォーツを中心に紹介。星座別の選び方を解説します。","64","powerstones","true","644","7","0","False","True","True","0",""
"2026-05-10-zodiac-virgo.md","乙女座（Virgo）におすすめのパワーストーン｜性格と相性を読み解く","乙女座（8/23〜9/22）の性格・運勢を支えるおすすめパワーストーンをアメジストを中心に紹介。星座別の選び方を解説します。","62","powerstones","true","632","7","0","False","True","True","0",""
"2026-05-11-birthstone-guide.md","12ヶ月の誕生石総合ガイド｜あなたの月の石・意味・相性・身につけ方","1月〜12月の誕生石とその意味・石言葉・相性のよい石・身につけ方を1ページでまとめた総合ガイド。生まれ月から最強のお守りを見つけ、贈り物選びにも使える保存版です。","81","powerstones","false","5140","20","2","True","True","True","5",""
"2026-05-11-luck-powerstones-complete-guide.md","目的別パワーストーン総合ガイド｜恋愛・金運・仕事・健康など10ジャンルの守り石","恋愛運・金運・仕事運・健康運・対人運・結婚運・勉強運・子宝・厄除け・転職運の10ジャンル別に、本当に効くと言われるパワーストーンを1ページで紹介。目的に合う1石を最短で見つけられる総合ガイドです。","98","powerstones","false","5615","18","0","True","True","True","5",""
"2026-05-11-zodiac-powerstones-guide.md","12星座別おすすめパワーストーン総合ガイド｜あなたの守り石を見つける","12星座それぞれに対応する『主役の石』『相性石』『使い方のヒント』を1ページにまとめた総合ガイド。火・地・風・水のエレメント別に分類し、自分の星座にぴったりの守り石を一気に確認できます。","93","powerstones","false","5552","12","12","True","True","True","6",""
"2026-05-12-how-to-choose-powerstones.md","パワーストーンの選び方 完全ガイド｜目的・誕生石・色・直感から自分に合う1石を見つける","数百種類あるパワーストーンから、自分に本当に合う1石を見つけるための完全ガイド。基礎知識から目的別・種類別の選び方、初心者向けおすすめ5選、浄化・お手入れ方法、FAQまで網羅した保存版。","93","powerstones","false","5203","12","5","True","True","True","27",""
"2026-05-12-lucky-habits-guide.md","開運習慣 完全ガイド｜毎日・季節・風水・言霊で運を呼び込む暮らし方","毎日できる朝・夜の開運ルーティンから、季節ごとの開運アクション、風水的な暮らし、言霊・引き寄せの考え方まで網羅した完全ガイド。今日から取り入れられる小さな習慣で運気を整える保存版です。","92","luck-habits","false","5263","12","17","True","True","True","18",""
"2026-05-12-lucky-items-guide.md","開運グッズの選び方 完全ガイド｜財布・お守り・縁起物・招き猫・だるまの基本","開運グッズの種類と選び方を網羅した完全ガイド。財布・お守り・縁起物・招き猫・だるまの特徴、目的別の選び方、飾り方・使い方、処分の作法、FAQまで解説。日々の暮らしに開運を取り入れるための保存版です。","99","lucky-goods","false","4482","10","12","True","True","True","10",""
"2026-05-12-shrine-visit-basics.md","神社参拝の基本 完全ガイド｜作法・マナー・願い事別おすすめ神社まで網羅","神社参拝の正しい作法（手水・二礼二拍手一礼）、持ち物・服装マナー、御朱印・お守りの基本、願い事別のおすすめ神社まで網羅した完全ガイド。神道の基礎から実践まで初めての方にも分かりやすい保存版です。","97","powerspots","false","5175","13","18","True","True","True","28",""
"letter-001-welcome.md","ようこそ Lucky Sun Shine へ｜太陽ちゃんからの最初のお手紙☀️","Lucky Sun Shine のマスコット「太陽ちゃん」から、サイトを訪れてくれたあなたへの最初のお手紙。毎日に光を届ける、はじまりのメッセージ。","74","letter","false","337","0","0","False","False","False","0",""
